,time,el,el_lo,el_hi,pa,el_dlo,el_dhi,time_err
0,2456198.645150463,7.54932975769043,7.0400590896606445,8.060004234313965,88.90305243802273,0.5092706680297852,0.5106744766235352,0 days 00:00:00.000000000
1,2456198.6729282406,8.571239471435547,8.069809913635254,9.06861686706543,88.90305243802273,0.501429557800293,0.4973773956298828,0 days 00:00:00.000000000
2,2456198.7007060186,9.207014083862305,8.700357437133789,9.710420608520508,88.90305243802273,0.5066566467285156,0.5034065246582031,0 days 00:00:00.000000000
3,2456198.728483796,10.133825302124023,9.620814323425293,10.632613182067871,88.90305243802273,0.5130109786987305,0.49878787994384766,0 days 00:00:00.000000000
4,2456198.756261574,10.97227954864502,10.453509330749512,11.496381759643555,88.90305243802273,0.5187702178955078,0.5241022109985352,0 days 00:00:00.000000000
5,2456198.7840393516,11.790613174438477,11.316618919372559,12.295949935913086,88.90305243802273,0.47399425506591797,0.5053367614746094,0 days 00:00:00.000000000
6,2456198.8118171296,12.441672325134277,11.921472549438477,12.971885681152344,88.90305243802273,0.5201997756958008,0.5302133560180664,0 days 00:00:00.000000000
7,2456198.8395949076,13.707003593444824,13.151814460754395,14.207441329956055,88.90305243802273,0.5551891326904297,0.5004377365112305,0 days 00:00:00.000000000
8,2456198.867372685,14.242805480957031,13.74738883972168,14.748886108398438,88.90305243802273,0.49541664123535156,0.5060806274414062,0 days 00:00:00.000000000
9,2456198.895150463,14.878042221069336,14.377700805664062,15.40816879272461,88.90305243802273,0.5003414154052734,0.5301265716552734,0 days 00:00:00.000000000
10,2456198.9229282406,15.653165817260742,15.163289070129395,16.158357620239258,88.90305243802273,0.48987674713134766,0.5051918029785156,0 days 00:00:00.000000000
11,2456198.9507060186,16.448589324951172,15.91353988647461,16.938030242919922,88.90305243802273,0.5350494384765625,0.48944091796875,0 days 00:00:00.000000000
12,2456198.978483796,17.018095016479492,16.528409957885742,17.55654525756836,88.90305243802273,0.48968505859375,0.5384502410888672,0 days 00:00:00.000000000
13,2456199.006261574,17.72161102294922,17.207611083984375,18.224885940551758,88.90305243802273,0.5139999389648438,0.5032749176025391,0 days 00:00:00.000000000
14,2456199.0340393516,18.368789672851562,17.85070037841797,18.856544494628906,88.90305243802273,0.5180892944335938,0.48775482177734375,0 days 00:00:00.000000000
15,2456199.0618171296,18.89177703857422,18.394168853759766,19.384031295776367,88.90305243802273,0.4976081848144531,0.49225425720214844,0 days 00:00:00.000000000
16,2456199.0895949076,19.552345275878906,19.065826416015625,20.028594970703125,88.90305243802273,0.48651885986328125,0.47624969482421875,0 days 00:00:00.000000000
17,2456199.117372685,20.058773040771484,19.5874080657959,20.558589935302734,88.90305243802273,0.47136497497558594,0.49981689453125,0 days 00:00:00.000000000
18,2456199.145150463,20.54839515686035,20.008453369140625,21.02765655517578,88.90305243802273,0.5399417877197266,0.4792613983154297,0 days 00:00:00.000000000
19,2456199.1729282406,21.21100616455078,20.707199096679688,21.714366912841797,88.90305243802273,0.5038070678710938,0.5033607482910156,0 days 00:00:00.000000000
20,2456199.2007060186,21.807048797607422,21.319225311279297,22.274211883544922,88.90305243802273,0.487823486328125,0.4671630859375,0 days 00:00:00.000000000
