,arrival_time,transit_time,rmse_a,rmse_b,hit,w_a,w_b,w_avg
0,,,6.408307199959971,3.331315634404341,0.0,0.0023708685769120758,0.004395812340149209,0.003401983965596715
1,,,6.0998648073105315,3.3915891435743624,0.0,0.002490752607070206,0.004317692313171399,0.0034210429585160443
2,,,5.381302981245046,3.2436484866884205,0.0,0.0028233411544631736,0.004514619396874633,0.0036845517490280873
3,2012-09-04 01:28:18.970645,3.1061104357112437,1.6363112505809667,3.585052469021418,1.0,0.009285063685891173,0.004084692902317215,0.006636998865939355
4,,,7.911350595346846,3.745957531043876,0.0,0.0019204374763166982,0.003909237692442774,0.0029331483204878234
5,,,6.6385822861519035,3.597658469101222,0.0,0.0022886293363083964,0.004070380360008148,0.003195909297705663
6,2012-09-04 21:33:36.924593,3.9431237915819897,4.520859039896269,3.0494544245927315,1.0,0.0033607007069906595,0.004802117472735257,0.004094680107135237
7,2012-09-04 13:43:49.099649,3.6168758177014664,3.3132775728746324,2.2712014905670843,1.0,0.004585566357606039,0.006447617455107539,0.005533735672728927
8,,,9.860429844926644,3.594983049361312,0.0,0.0015408308167621809,0.00407340957483742,0.0028304374606190853
9,2012-09-04 06:41:22.870645,3.323516685711244,1.9781695458468556,2.897497357414545,1.0,0.00768046106234047,0.005053960907737767,0.006343028992886857
10,2012-09-03 22:19:18.393987,2.9748537614267465,1.3528066696254175,3.556524488223855,1.0,0.01123091311768252,0.004117457485006604,0.007608692242841067
11,2012-09-04 01:03:41.441468,3.089009403566866,0.8233472072087612,2.966759469007328,1.0,0.018453034198162077,0.004935970889324032,0.011570051944232086
12,,,4.495760832891702,2.4554193735255283,0.0,0.0033794622837647944,0.005963884838792629,0.004695468148092003
13,2012-09-04 15:25:41.852837,3.6876252758938923,3.8682137201950315,2.636279565469888,1.0,0.003927718391634906,0.005554736518255601,0.004756207290183635
14,,,8.056119062724214,2.9420699930835537,0.0,0.0018859272130030854,0.0049773929271133815,0.0034601229656368226
15,,,6.931614790993446,2.8971231095178056,0.0,0.0021918780298244176,0.005054613774104995,0.0036496028976728094
16,,,7.903412786749019,2.4959159119630883,0.0,0.001922366271575457,0.005867120083836846,0.00393106223352785
17,2012-09-04 06:06:35.770645,3.299360435711244,2.536213868823879,2.7554563593956183,1.0,0.005990525624966356,0.005314487498491383,0.005646282328830806
18,2012-09-04 07:16:09.970645,3.347672935711244,2.055460260284606,2.754199929229082,1.0,0.007391655516356612,0.005316911898529276,0.006335181696808628
19,2012-09-04 13:48:55.641494,3.620423755713373,3.7949286303480454,3.4007344749174986,1.0,0.004003567827358872,0.004306081078265262,0.004157609669879942
20,2012-09-04 04:15:00.491468,3.2218687785668663,1.8109496896794632,3.3579886230303027,1.0,0.008389661103326234,0.004360895767845622,0.006338185891899923
21,,,4.579549955654157,2.7928031440735936,0.0,0.0033176304044518837,0.005243419467541501,0.004298255533091438
22,2012-09-04 03:47:27.370645,3.202735435711244,3.172098296143844,3.687973727979007,1.0,0.004789654277124439,0.003970700296357955,0.004372637238170763
23,,,4.019360798576977,2.6973950201403487,0.0,0.0037800175035203505,0.005428881667426174,0.00461963055555691
24,2012-09-04 03:01:04.570645,3.170527102377911,2.3569485552238563,3.054067865755478,1.0,0.0064461543455883764,0.004794863447156628,0.005605305583524033
25,,,6.2935671372553745,2.4992958336994375,0.0,0.0024140926505171576,0.0058591856863022505,0.004168357884515308
26,,,5.049954558628884,3.072244543431629,0.0,0.003008592254681522,0.00476649503892999,0.003903728527381013
27,2012-09-03 23:20:46.270645,3.0175375190445775,0.8172247427552144,2.726714373570251,1.0,0.018591280191005404,0.005370506906256021,0.0118591708693998
28,2012-09-03 22:22:47.770645,2.9772771023779105,0.858686688900773,2.638774173968535,1.0,0.017693594611363758,0.005549485256869582,0.011509730019850355
29,,,5.123275571396808,2.6523672494024013,0.0,0.002965535224458407,0.005521044786669706,0.004266818392596562
30,,,4.901925300158272,2.03687086058134,0.0,0.0030994462871749497,0.007189379875790025,0.0051820687967391
31,,,6.53009302568362,2.946841941111989,0.0,0.0023266520265220816,0.004969332820450068,0.003672323389584712
32,2012-09-04 02:37:53.170645,3.154422935711244,2.6110077649380146,2.0208109304944673,1.0,0.00581892339640177,0.007246515818807171,0.006545863345172786
33,2012-09-05 01:30:23.998683,4.107557519475256,4.461177193161641,2.8634910512325864,1.0,0.003405660325457064,0.005113980841093661,0.00427554896358034
34,2012-09-04 18:07:13.626306,3.7997985799289546,4.203562488527662,3.0693366333693226,1.0,0.003614375714182874,0.004771010848220816,0.004203342335109313
35,,,6.962527330451987,3.509965568057391,0.0,0.002182146431962114,0.004172074651647168,0.0031954316633578473
36,,,5.67851870403471,2.6292075448440544,0.0,0.0026755664572856597,0.0055696776024257,0.004149267896552817
37,2012-09-04 06:06:35.770645,3.299360435711244,2.6542649659609965,2.7563998325946457,1.0,0.0057240909880614255,0.005312668431292895,0.005514591772706509
38,,,8.150980850564615,4.026631405368166,0.0,0.0018639786364523328,0.0036367466749312924,0.002766684399560419
39,2012-09-03 21:42:12.820645,2.949094810711244,1.00941584495681,3.0413815904074273,1.0,0.01505153128662705,0.004814863883188327,0.009838949347236168
40,2012-09-04 09:35:18.370645,3.444297935711244,3.4463647704341835,3.000138218157534,1.0,0.004408486966302878,0.004881054574758815,0.004649121665458102
41,2012-09-03 21:38:03.403991,2.946208043876247,0.8896153314730921,3.1146926867136853,1.0,0.017078453612559004,0.004701535543815503,0.010776041211353043
42,2012-09-04 07:50:57.070645,3.371829185711244,3.090794550558507,2.7150810230171336,1.0,0.004915646744892533,0.005393518002042396,0.005158982098694947
43,,,8.431072496386953,2.1295693701440714,0.0,0.0018020547419198938,0.006876431723685008,0.0043859626453772544
44,,,,,0.0,,,
45,2012-09-04 11:19:39.670645,3.516766685711244,3.0449588726809043,3.7091768577667588,1.0,0.004989641833227046,0.003948002194606443,0.004459231715007961
46,2012-09-04 16:51:52.869380,3.7474750043949023,3.8948989123502478,3.543381692629804,1.0,0.003900808342781004,0.004132729591369065,0.004018904248812396
47,,,5.055766682843039,2.338006360883295,0.0,0.0030051335681971765,0.006263386883649955,0.004664258722579388
48,2012-09-04 13:15:36.670645,3.597287519044577,3.962848325241419,4.045309092706078,1.0,0.0038339227052448252,0.003619955370295503,0.0037249690563842816
49,,,6.829824054782707,2.5548050857750715,0.0,0.0022245454714086167,0.005731880860963597,0.004010504943027218
50,2012-09-04 14:23:44.741468,3.644603153566866,3.0878512031666547,3.1598168731386957,1.0,0.004920332351508231,0.0046343946382249165,0.004774730887544418
51,2012-09-04 05:31:48.670645,3.2752041857112437,1.9390087733427506,2.600730882684245,1.0,0.00783557783773826,0.005630662700299278,0.006712819778856408
52,,,6.85009892944067,2.493625256689171,0.0,0.0022179612773599866,0.005872509646493343,0.004078882617754004
53,,,4.392583391499089,2.29571946127815,0.0,0.0034588425119003586,0.006378757780139906,0.0049456835893651125
54,2012-09-03 23:32:21.970645,3.0255896023779107,1.522342092607795,2.550391422810979,1.0,0.009980183984506551,0.005741800354122315,0.007821969685531739
55,2012-09-04 04:17:09.685234,3.223364076783433,2.9211367976715716,2.395556395799251,1.0,0.005201144357119803,0.006112917400035092,0.005665425505369981
56,2012-09-04 16:45:19.244783,3.7429191641595203,6.4041302053232805,5.275665888641133,1.0,0.0023724149391833845,0.002775732710097463,0.0025777871414487327
57,2012-09-04 02:03:06.070645,3.130266685711244,2.6211536760836798,3.049705188405469,1.0,0.0057963996198365075,0.004801722615786049,0.005289903200396413
58,,,7.827561787894157,2.335037823923077,0.0,0.0019409944735386028,0.006271349536447168,0.004146041262934584
59,,,5.55687270494969,2.376220577571602,0.0,0.0027341375227205355,0.006162659524484037,0.004479964671426499
60,2012-09-04 03:47:27.370645,3.202735435711244,1.985796299329462,4.225000621528052,1.0,0.0076509630805107086,0.00346599673856388,0.005519949234768022
61,2012-09-04 12:41:58.473987,3.5739287614267465,3.1318187326015288,2.5765647642992238,1.0,0.004851255921495758,0.005683473816591386,0.0052750270374896345
62,2012-09-05 02:25:56.580959,4.146129073603621,5.069789864259428,4.396196371230887,1.0,0.0029968212841902215,0.003331024626305872,0.0031669999406356694
63,,,6.558178316946041,3.0924168855134484,0.0,0.0023166881773137847,0.004735402410731311,0.0035483142166070646
64,,,10.390446710417336,2.8451477133336383,0.0,0.0014622330102854898,0.005146951880923088,0.0033385173790016496
65,2012-09-04 05:20:12.970645,3.2671521023779104,2.0029796905929502,2.9992588320466917,1.0,0.007585326123345157,0.004882485705528006,0.006209021063142005
66,2012-09-04 20:48:46.071618,3.9119796599323244,5.015719767274954,4.402407879817357,1.0,0.0030291273987659443,0.0033263247691747554,0.0031804623581206883
67,2012-09-04 22:31:30.122448,3.983322840827795,4.680668271074369,3.597677080553443,1.0,0.0032459583315219962,0.004070359303174002,0.0036657490159595903
68,,,5.75633511265876,2.789381962479121,0.0,0.0026393970945459747,0.005249850530198302,0.003968658063572989
69,,,5.500010566177479,3.081378847492514,0.0,0.002762404542459608,0.0047523654504745775,0.0037757064189793284
70,,,8.30817725174612,3.1492078566711545,0.0,0.0018287108846156788,0.004650006935434789,0.0032653343735486455
71,2012-09-04 04:48:53.913987,3.245403761426746,2.806978696967792,2.4594147989779316,1.0,0.005412671705701526,0.00595419625056017,0.0056884197544579814
72,,,4.717990358200172,2.853481228960928,0.0,0.0032202808861568886,0.00513192034558399,0.004193700938613544
73,2012-09-05 00:10:17.906701,4.051931454876702,4.685318852785919,2.7562704554137145,1.0,0.0032427364388552776,0.005312917803796785,0.004296887127636349
74,2012-09-03 23:27:22.861134,3.0221276867333904,0.7027672606723574,2.6012676180656067,1.0,0.021619183222975825,0.005629500891390891,0.013477126237689891
75,2012-09-04 06:06:35.770645,3.299360435711244,3.2959674819989466,3.3398766867629055,1.0,0.004609649292525806,0.004384544624861518,0.004495024436711376
76,2012-09-04 10:48:10.389705,3.4949000081619617,4.206151353724658,3.2802117138612616,1.0,0.003612151083942921,0.004464296713765702,0.004046069540476243
77,,,5.704603965813398,1.9596782294765185,0.0,0.0026633319793336707,0.007472572871597572,0.005112230749725861
78,,,4.879652979625379,3.054934136186784,0.0,0.0031135931663630154,0.004793503794790568,0.003969015293157003
79,2012-09-04 05:31:48.670645,3.2752041857112437,1.9666536323393533,2.6400876629315273,1.0,0.007725434678353598,0.005546724292626791,0.006616020260533603
80,2012-09-04 05:31:48.670645,3.2752041857112437,1.7781645207753283,2.857741216082861,1.0,0.00854434670924591,0.0051242702776002486,0.006802820103336652
81,2012-09-03 23:20:46.270645,3.0175375190445775,1.3582839319259155,3.05760641297579,1.0,0.01118562460651503,0.0047893143841213365,0.007928579141426407
82,2012-09-04 10:11:46.406937,3.4696224298313956,3.8605691355555134,2.5807132766803567,1.0,0.003935495943242132,0.005674337597659578,0.004820926156617258
